Sp_pepid	Sp_ID	family_id	Type	Compartment
OSAJ_LOC_Os07g31420.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g31420.2	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g31450.1	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os07g31470.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g32110.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g32170.1	OSAJ	SBP	Genome	NUC
OSAJ_LOC_Os07g32510.1	OSAJ	C2C2-Dof	Genome	NUC
OSAJ_LOC_Os07g34880.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os07g35870.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g35870.2	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g36130.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os07g36140.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os07g36170.1	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g36170.2	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g36460.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g37140.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os07g37210.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g37610.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os07g37630.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g37790.1	OSAJ	Rcd1-like	Genome	NUC
OSAJ_LOC_Os07g37920.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os07g38030.1	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g38090.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os07g38090.2	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os07g38240.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g38410.1	OSAJ	C2C2-YABBY	Genome	NUC
OSAJ_LOC_Os07g38750.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os07g39220.1	OSAJ	BES1	Genome	NUC
OSAJ_LOC_Os07g39310.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g39320.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os07g39430.1	OSAJ	mTERF	Genome	NUC
OSAJ_LOC_Os07g39440.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os07g39470.1	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g39480.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os07g39690.1	OSAJ	GNAT	Genome	NUC
OSAJ_LOC_Os07g39800.1	OSAJ	HRT	Genome	NUC
OSAJ_LOC_Os07g39820.1	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g39940.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g39960.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g39970.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g40000.1	OSAJ	LOB	Genome	NUC
OSAJ_LOC_Os07g40020.1	OSAJ	GRAS	Genome	NUC
OSAJ_LOC_Os07g40080.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g40570.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os07g40730.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g40730.2	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g40730.3	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g40780.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g40950.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os07g41370.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os07g41580.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os07g41720.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os07g41720.2	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os07g41740.1	OSAJ	Alfin-like	Genome	NUC
OSAJ_LOC_Os07g42370.1	OSAJ	Tify	Genome	NUC
OSAJ_LOC_Os07g42370.2	OSAJ	Tify	Genome	NUC
OSAJ_LOC_Os07g42370.3	OSAJ	Tify	Genome	NUC
OSAJ_LOC_Os07g42400.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g42400.2	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g42510.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os07g42750.1	OSAJ	DDT	Genome	NUC
OSAJ_LOC_Os07g43030.1	OSAJ	CAMTA	Genome	NUC
OSAJ_LOC_Os07g43420.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g43530.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g43530.2	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os07g43580.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g44090.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os07g44090.2	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os07g44090.3	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g44200.1	OSAJ	GeBP	Genome	NUC
OSAJ_LOC_Os07g44210.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g44690.1	OSAJ	HSF	Genome	NUC
OSAJ_LOC_Os07g44800.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g44950.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os07g45310.1	OSAJ	BSD	Genome	NUC
OSAJ_LOC_Os07g46590.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g46690.1	OSAJ	DDT	Genome	NUC
OSAJ_LOC_Os07g46900.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os07g47110.1	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os07g47140.1	OSAJ	C2C2-CO-like	Genome	NUC
OSAJ_LOC_Os07g47330.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os07g47790.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os07g47790.2	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os07g48150.1	OSAJ	OFP	Genome	NUC
OSAJ_LOC_Os07g48180.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os07g48200.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os07g48200.2	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os07g48260.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os07g48410.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os07g48410.2	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os07g48450.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os07g48550.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os07g48560.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os07g48570.1	OSAJ	C2C2-Dof	Genome	NUC
OSAJ_LOC_Os07g48596.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os07g48630.1	OSAJ	EIL	Genome	NUC
OSAJ_LOC_Os07g48630.2	OSAJ	EIL	Genome	NUC
OSAJ_LOC_Os07g48660.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os07g48820.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os07g48820.2	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os07g48870.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os07g49030.1	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os07g49030.2	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os07g49210.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os07g49290.1	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os07g49460.1	OSAJ	Pseudo ARR-B	Genome	NUC
OSAJ_LOC_Os07g49460.2	OSAJ	Pseudo ARR-B	Genome	NUC
OSAJ_LOC_Os07g49460.3	OSAJ	Pseudo ARR-B	Genome	NUC
OSAJ_LOC_Os07g49460.4	OSAJ	Pseudo ARR-B	Genome	NUC
OSAJ_LOC_Os07g49530.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g01090.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os08g01090.2	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os08g01100.1	OSAJ	HMG	Genome	NUC
OSAJ_LOC_Os08g01170.1	OSAJ	GNAT	Genome	NUC
OSAJ_LOC_Os08g01190.1	OSAJ	OFP	Genome	NUC
OSAJ_LOC_Os08g01290.1	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.2	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.3	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.4	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.5	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.6	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01290.7	OSAJ	TUB	Genome	NUC
OSAJ_LOC_Os08g01320.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g01320.2	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g01330.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g01420.1	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os08g01700.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g01780.1	OSAJ	AUX/IAA	Genome	NUC
OSAJ_LOC_Os08g01780.2	OSAJ	AUX/IAA	Genome	NUC
OSAJ_LOC_Os08g02070.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g02160.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g02300.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g03310.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03310.2	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03310.3	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03310.4	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03310.5	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03310.6	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g03480.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g03500.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g03510.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g03520.1	OSAJ	CSD	Genome	NUC
OSAJ_LOC_Os08g03530.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g04170.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g04190.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g04390.2	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g04780.1	OSAJ	SWI/SNF-SWI3	Genome	NUC
OSAJ_LOC_Os08g04840.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g05510.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g05510.2	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g05520.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g06110.2	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g06110.3	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g06110.4	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g06110.5	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g06120.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os08g06140.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g06140.2	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g06140.3	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g06240.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g06330.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g06370.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g06630.1	OSAJ	Sigma70-like	Genome	NUC
OSAJ_LOC_Os08g06630.3	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g06659.1	OSAJ	LOB	Genome	NUC
OSAJ_LOC_Os08g07440.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g07700.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g07740.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g07970.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g07970.2	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g07970.3	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g08120.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g08120.2	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g08120.3	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g08210.1	OSAJ	SET	Genome	NUC
OSAJ_LOC_Os08g08220.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os08g08220.2	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os08g08220.3	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os08g08820.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g08820.2	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g09690.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g09690.2	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g09800.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g09810.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g09840.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g09900.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g10080.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g10560.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g13060.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g13070.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g13090.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g13250.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g13840.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g13840.2	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g14400.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g14450.1	OSAJ	Sigma70-like	Genome	NUC
OSAJ_LOC_Os08g14610.1	OSAJ	SNF2	Genome	NUC
OSAJ_LOC_Os08g14660.1	OSAJ	SET	Genome	NUC
OSAJ_LOC_Os08g14880.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g14880.2	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g14880.3	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g14880.4	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g15020.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g15050.1	OSAJ	C2C2-CO-like	Genome	NUC
OSAJ_LOC_Os08g15510.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g16010.1	OSAJ	GNAT	Genome	NUC
OSAJ_LOC_Os08g16370.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g17400.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g17640.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g19590.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g19590.2	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g19590.3	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g19650.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g19650.2	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g20486.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g20580.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g23470.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os08g23570.1	OSAJ	ABI3VP1	Genome	NUC
OSAJ_LOC_Os08g23680.1	OSAJ	FHA	Genome	NUC
OSAJ_LOC_Os08g23680.2	OSAJ	FHA	Genome	NUC
OSAJ_LOC_Os08g23680.3	OSAJ	FHA	Genome	NUC
OSAJ_LOC_Os08g23880.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g25060.1	OSAJ	BSD	Genome	NUC
OSAJ_LOC_Os08g25200.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g25240.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g25260.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g25799.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g25820.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g25820.2	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g26880.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g26990.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g27220.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g27740.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g27850.1	OSAJ	MBF1	Genome	NUC
OSAJ_LOC_Os08g27850.2	OSAJ	MBF1	Genome	NUC
OSAJ_LOC_Os08g28214.1	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28214.2	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28214.3	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28214.4	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28214.5	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28214.6	OSAJ	CPP	Genome	NUC
OSAJ_LOC_Os08g28900.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g28950.1	OSAJ	Orphans	Genome	NUC
OSAJ_LOC_Os08g29500.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g29500.2	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g29660.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g30910.1	OSAJ	SET	Genome	NUC
OSAJ_LOC_Os08g31080.1	OSAJ	LOB	Genome	NUC
OSAJ_LOC_Os08g31580.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g32080.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g32085.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g32440.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g32620.1	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os08g32620.3	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os08g32620.4	OSAJ	PHD	Genome	NUC
OSAJ_LOC_Os08g33050.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g33100.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g33150.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g33160.1	OSAJ	Tify	Genome	NUC
OSAJ_LOC_Os08g33160.2	OSAJ	Tify	Genome	NUC
OSAJ_LOC_Os08g33270.1	OSAJ	FAR1	Genome	NUC
OSAJ_LOC_Os08g33488.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g33530.1	OSAJ	TCP	Genome	NUC
OSAJ_LOC_Os08g33590.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g33660.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g33670.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g33750.1	OSAJ	G2-like	Genome	NUC
OSAJ_LOC_Os08g33800.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g33910.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g33940.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g34010.1	OSAJ	zf-HD	Genome	NUC
OSAJ_LOC_Os08g34360.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g34370.1	OSAJ	SET	Genome	NUC
OSAJ_LOC_Os08g34960.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g35240.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g36220.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g36390.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g36450.1	OSAJ	GeBP	Genome	NUC
OSAJ_LOC_Os08g36700.1	OSAJ	HSF	Genome	NUC
OSAJ_LOC_Os08g36740.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g36790.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g36920.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g37290.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g37400.1	OSAJ	zf-HD	Genome	NUC
OSAJ_LOC_Os08g37580.1	OSAJ	HB	Genome	NUC
OSAJ_LOC_Os08g37730.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g37810.1	OSAJ	Trihelix	Genome	NUC
OSAJ_LOC_Os08g37904.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37904.2	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37904.3	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37904.4	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37904.5	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37904.6	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37920.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37920.2	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g37970.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g38020.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g38080.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g38210.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g38210.2	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g38210.4	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g38210.5	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g38220.1	OSAJ	C2C2-Dof	Genome	NUC
OSAJ_LOC_Os08g38370.1	OSAJ	C3H	Genome	NUC
OSAJ_LOC_Os08g38590.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g38700.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g38780.1	OSAJ	CCAAT	Genome	NUC
OSAJ_LOC_Os08g38990.1	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g38990.2	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g38990.3	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g38990.4	OSAJ	WRKY	Genome	NUC
OSAJ_LOC_Os08g39310.1	OSAJ	SWI/SNF-BAF60b	Genome	NUC
OSAJ_LOC_Os08g39390.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g39630.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g39830.1	OSAJ	EIL	Genome	NUC
OSAJ_LOC_Os08g39830.2	OSAJ	EIL	Genome	NUC
OSAJ_LOC_Os08g39890.1	OSAJ	SBP	Genome	NUC
OSAJ_LOC_Os08g39980.1	OSAJ	MYB-related	Genome	NUC
OSAJ_LOC_Os08g40030.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g40260.1	OSAJ	SBP	Genome	NUC
OSAJ_LOC_Os08g40430.1	OSAJ	mTERF	Genome	NUC
OSAJ_LOC_Os08g40460.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g40490.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g40630.1	OSAJ	mTERF	Genome	NUC
OSAJ_LOC_Os08g40630.2	OSAJ	mTERF	Genome	NUC
OSAJ_LOC_Os08g40900.1	OSAJ	ARF	Genome	NUC
OSAJ_LOC_Os08g40900.2	OSAJ	ARF	Genome	NUC
OSAJ_LOC_Os08g41030.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g41120.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41150.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41170.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41180.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41220.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41230.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41240.1	OSAJ	TRAF	Genome	NUC
OSAJ_LOC_Os08g41320.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g41710.1	OSAJ	FHA	Genome	NUC
OSAJ_LOC_Os08g41940.1	OSAJ	SBP	Genome	NUC
OSAJ_LOC_Os08g41950.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g41950.2	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g41960.1	OSAJ	MADS	Genome	NUC
OSAJ_LOC_Os08g42400.1	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g42400.2	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g42400.3	OSAJ	NAC	Genome	NUC
OSAJ_LOC_Os08g42440.1	OSAJ	C2C2-CO-like	Genome	NUC
OSAJ_LOC_Os08g42470.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g42550.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g42600.1	OSAJ	RB	Genome	NUC
OSAJ_LOC_Os08g42600.2	OSAJ	RB	Genome	NUC
OSAJ_LOC_Os08g43070.1	OSAJ	bHLH	Genome	NUC
OSAJ_LOC_Os08g43090.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g43160.1	OSAJ	TCP	Genome	NUC
OSAJ_LOC_Os08g43200.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g43210.1	OSAJ	AP2-EREBP	Genome	NUC
OSAJ_LOC_Os08g43334.1	OSAJ	HSF	Genome	NUC
OSAJ_LOC_Os08g43334.2	OSAJ	HSF	Genome	NUC
OSAJ_LOC_Os08g43410.1	OSAJ	SRS	Genome	NUC
OSAJ_LOC_Os08g43550.1	OSAJ	MYB	Genome	NUC
OSAJ_LOC_Os08g43600.1	OSAJ	bZIP	Genome	NUC
OSAJ_LOC_Os08g44050.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g44050.2	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g44050.3	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g44050.4	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g44190.1	OSAJ	C2H2	Genome	NUC
OSAJ_LOC_Os08g44620.1	OSAJ	PLATZ	Genome	NUC
OSAJ_LOC_Os08g44820.1	OSAJ	NAC	Genome	NUC
